<startdataset>
smiles	FHLB	fit_test	train_validate	chemid	model_prediction	model_descriptors|intercept,[ClX1H0][cX3H0;$(*-A)][cX3H1],[CX4H0][cX3H0;$(*-A)][cX3H1][cX3H1][cX3H0;$(*-A)][cX3H1],[cX3H1][cX3H1][cX3H1][cX3H0;$(*-A)]([CX4H2])[cX3H1],[NX3v3H1][cX3H0;$(*-A)][cX3H1][cX3H1][cX3H1],[cX3H0;$(*-A)][cX3H0;$(*-a)]-[cX3H0;$(*-a)][cX3H1][cX3H1],[CX4H2][CX4H2][OX2H0][CX3H0]=[OX1H0],[NX3v3H2],[cX3H1][cX3H1][cX3H0;!$(*-a);!$(*~A)][cX3H0;!$(*-a);!$(*~A)][cX3H0;!$(*-a);!$(*~A)][cX3H1][cX3H1],[BrX1H0][cX3H0;$(*-A)][cX3H1],[cX3H1][cX3H0;!$(*-a);!$(*~A)][cX3H0;$(*-A)][cX3H1],[OX2H0][cX3H0;$(*-A)][cX3H1][cX3H1],[CX4H3][CX4H1][OX2H0],[CX4H0][cX3H0;$(*-A)][cX3H1][cX3H0;$(*-A)][cX3H1],[cX3H0;!$(*-a);!$(*~A)][cX3H0;!$(*-a);!$(*~A)][cX3H0;!$(*-a);!$(*~A)][cX3H0;$(*-A)],[cX3H0;$(*-A)][cX3H1][cX3H0;$(*-A)][cX3H0;$(*-A)][cX3H0;$(*-A)],[CX4H3][cX3H0;$(*-A)][cX3H1][cX3H1][cX3H0;$(*-A)][cX3H1],[PX4v5H0]=[SX1H0],[CX4H2][ClX1H0],[CX4H2][CX4H1][CX3H1]=[CX3H1],[sX2H0;!$(*-a);!$(*~A)],[NX3v3H0],[SiX4H0],[cX3H0;$(*-A)],[CX4H1],[CX3H1]=[CX3H2],[NX3v3H1],[OX2H0],[CX3H1]=[CX3H1],[cX3H1],[CX4H2],[OX2H1],[CX3H0]=[OX1H0],[CX4H3],[BrX1H0],[cX3H0;$(*-a)],[ClX1H0]	CSS	leverage	value_similarity
ClC12C(Cl)(Cl)C3(C4(C1(Cl)C1(C2(Cl)C3(C4(C1(Cl)Cl)Cl)Cl)Cl)Cl)Cl	1.80083	1	train	2385855	2.06026554808	1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0	0.131169978375	0.234630747094	0.622215
Cc1cc(ccc1Cc1ccccc1)Cc1ccccc1	1.55083	1	train	26898179	1.18397560006	1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0	0.3937143395	0.293507804554	0.485978
C1CCCCCCCCCCC1	1.33083	1	train	294622	0.454869967439	1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0	0.322942255972	0.0425004588513	0.096192
ClC1=C(Cl)C2(C(C1(Cl)C1C2C2CC1C=C2)(Cl)Cl)Cl	1.36583	1	train	309002	1.30955298716	1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0	0.402117640979	0.295750013971	0.914884
BrC1CC(Br)CC(Br)CC(CC(CC(C1)Br)Br)Br	2.09083	1	train	3194556_3194556	1.50077668098	1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0	0.415427632597	0.208515709042	0.262452
Clc1ccc(c(c1)Cl)C(F)(F)F	1.81083	1	train	320605	0.814301146667	1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0	0.334659915745	0.0246560005516	0.058413
Clc1ccc(c(c1)c1ccc(c(c1)Cl)Cl)Cl	2.65152	1	train	32598111	2.13627398151	1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0	0.686287359505	0.0256616201736	0.327806
Clc1ccc(cc1Cl)c1ccc(c(c1Cl)Cl)Cl	2.05916	1	train	32598144	2.08395531826	1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0	0.629564530525	0.0170214908366	0.962441
Clc1ccc(cc1)c1cc(Cl)c(cc1Cl)Cl	2.55416	1	train	32690930	2.34652557809	1.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0	0.858898743351	0.0425330131736	0.693334
Clc1ccc(cc1Cl)C(F)(F)F	1.52083	1	train	328847	0.347090081253	1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0	0.69685627336	0.00661233983161	0.025805
Clc1cc(Cl)c(cc1c1cc(Cl)c(cc1Cl)Cl)Cl	2.54654	1	train	35065271	2.64190914779	1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0	0.792809334835	0.0447931572295	0.856271
Clc1cc(Cl)c(cc1c1ccc(c(c1Cl)Cl)Cl)Cl	2.58883	1	train	35065282	2.52395110862	1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0	0.803030080314	0.0206015125566	0.901936
Clc1ccc(c(c1)Cl)c1cc(Cl)c(c(c1Cl)Cl)Cl	2.34416	1	train	35694065	2.52395110862	1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0	0.819885396752	0.0206015125566	0.732761
Clc1ccc(c(c1)c1ccc(c(c1Cl)Cl)Cl)Cl	2.30833	1	train	38380028	2.24806013613	1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0	0.671564935906	0.0182989114886	0.908871
Clc1c(ccc(c1Cl)Cl)c1ccc(c(c1Cl)Cl)Cl	2.64083	1	train	38380073	2.40599306946	1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0	0.772168636579	0.0468288024591	0.6556
Clc1ccc(c(c1c1c(Cl)ccc(c1Cl)Cl)Cl)Cl	2.33583	1	train	38411222	2.31369951204	1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0	0.802581655836	0.0304184688031	0.966475
Clc1cccc(c1c1ccccc1Cl)Cl	2.49749	1	train	38444734	1.74242496985	1.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0	0.731706070709	0.0363744616689	0.151572
Clc1cccc(c1c1ccc(cc1)Cl)Cl	2.43749	1	train	38444778	2.32703298089	1.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0	0.597681040197	0.161934103547	0.833842
Clc1ccc(cc1)c1cccc(c1Cl)Cl	2.16083	1	train	38444858	1.74242496985	1.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0	0.659740065447	0.0363744616689	0.426832
Clc1c(Cl)cccc1c1cccc(c1Cl)Cl	1.99883	1	train	38444938	1.85421112447	1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0	0.609034488445	0.0377931816325	0.78358
CCC(CCCC(CCCC(C)C)C)C	1.35833	1	train	3891983	1.19588356612	1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,5.0,0.0,0.0,0.0	0.308956383453	0.0338845835833	0.757691
Clc1cc(Cl)c(c(c1Cl)Cl)c1c(Cl)c(Cl)cc(c1Cl)Cl	2.46416	1	train	40186718	2.77024982156	1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0	0.684520540493	0.0435707790464	0.561026
C1CC=CCCC=CCCC=C1	1.74083	1	train	4904614	1.74947309066	1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0	0.32446555477	0.792428615372	0.986904
CCCCCCC(c1ccc(cc1)OC(C(F)F)(F)F)(c1ccc(cc1)OC(C(F)F)(F)F)C	1.66083	1	train	50	2.07564804107	1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,2.0,0.0,8.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0	0.395481063143	0.242220965303	0.430807
Clc1cc(Cl)c(cc1c1c(Cl)c(Cl)cc(c1Cl)Cl)Cl	2.45083	1	train	52663680	2.75369530241	1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0	0.827971591774	0.0384541272406	0.56516
Clc1c(Cl)cc(c(c1Cl)c1ccc(c(c1Cl)Cl)Cl)Cl	2.51749	1	train	52663715	2.75075722436	1.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0	0.753531424624	0.0526945834414	0.657755
Clc1cc(Cl)c(c(c1)c1c(Cl)ccc(c1Cl)Cl)Cl	2.32416	1	train	52744135	2.47780432992	1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0	0.820329937319	0.0355349974309	0.770441
C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](O[Si](O1)(C)C)(C)C	2.73749	1	train	541026	1.79629216064	1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0	0.227849696176	0.196992326061	0.073857
Brc1ccc(cc1Br)Oc1ccc(c(c1)Br)Br	2.25302	1	train	6011	1.30949128948	1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0	0.701572352242	0.058895168493	0.073145
c1ccc(cc1)c1cccc2c1cccc2	1.72083	1	train	605027	0.105369585632	1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0	0.344226531044	0.0617352470929	0.002155
Clc1ccc(cc1)Oc1cc(Cl)c(cc1Cl)Cl	1.93083	1	train	61328458	1.63039718575	1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0	0.606854136819	0.0433653137101	0.568288
CCCCCCCCCCCCCC	1.49083	1	train	629594	0.78565064835	1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,2.0,0.0,0.0,0.0	0.724293908268	0.0398930179347	0.180486
Clc1ccc(c(c1)Cl)c1c(Cl)ccc(c1Cl)Cl	2.61333	1	train	68194058	2.62241655059	1.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0	0.789964237412	0.0413846490127	0.986232
Clc1ccc(cc1)c1ccc(cc1Cl)Cl	1.88083	1	train	7012375	2.0706346056	1.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0	0.69959829709	0.046510417021	0.718494
Clc1ccccc1c1c(Cl)ccc(c1Cl)Cl	2.38416	1	train	70362457	2.01831594235	1.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0	0.65457062597	0.0352314943087	0.487179
Clc1cc(Cl)c(c(c1)c1ccccc1Cl)Cl	2.79522	1	train	70362468	1.97216916364	1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0	0.756456189576	0.0188253501071	0.118025
Clc1cc(Cl)c(cc1Oc1cc(Cl)c(cc1Cl)Cl)Cl	1.98083	1	train	71859308	2.14947978238	1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0	0.471411860874	0.0507191008411	0.748744
ClC(=C(c1ccc(cc1)Cl)c1ccc(cc1)Cl)Cl	1.70583	1	train	72559	1.50606265733	1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0	0.591218669333	0.0317943430194	0.704396
Clc1cccc(c1)c1c(Cl)ccc(c1Cl)Cl	2.47083	1	train	74472336	2.18242076022	1.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0	0.641869011871	0.0368114381557	0.583871
Clc1ccc(cc1)c1cc(Cl)cc(c1Cl)Cl	2.42749	1	train	74472347	2.34652557809	1.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0	0.838874333632	0.0425330131736	0.877795
Brc1ccc(cc1)c1ccc(cc1)Br	1.57083	1	train	92864	1.28425104237	1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0	0.292180854367	0.0787364389499	0.58626
CNc1ccccc1	-0.879175	2	train	100618	-0.659977066277	1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0	0.465479231233	0.0994084615943	0.677194
